389324.3591,4051065.623,89.07072284
389366.9655,4051039.555,89.07172083
389619.9272,4051231.577,89.0833192
389629.1536,4051183.75,89.08284473
390947.8258,4051890.316,89.14148886
390846.4078,4051863.866,89.13731769
391484.5088,4052170.884,89.16661913
391424.1132,4052204.932,89.16502431
391677.3145,4052351.519,89.17741766
391782.6226,4052332.44,89.18102617
392690.0735,4052941.269,89.22885147
392800.6171,4052912.151,89.23260635
393037.3249,4053174.371,89.24780725
393126.4598,4053149.962,89.25085761
393656.853,4053512.842,89.28069662
393644.6913,4053541.84,89.28086467
393726.9858,4053543.04,89.2842884
393644.6913,4053541.84,89.28086467
393800.695,4053573.194,89.28803638
393775.0924,4053600.139,89.28760549
393901.9287,4053659.593,89.29425836
393964.3442,4053644.399,89.29649314
394841.8237,4054094.049,89.34436032
394853.5402,4054028.445,89.34320463
395095.3282,4054128.671,89.35602291
395195.1473,4054100.824,89.35954966
395406.7873,4054149.28,89.36981072
395552.0194,4054105.351,89.37481848
397172.1057,4054002.583,89.43989334
397209.9964,4053955.531,89.44005178
397926.1996,4053870.432,89.46671366
397823.8989,4053916.028,89.46398959
398353.6623,4053869.799,89.48389392
398337.0147,4053898.843,89.48416012
402249.5306,4055788.318,89.70121877
402145.5662,4055766.204,89.69663439
402497.2107,4056105.027,89.72202173
402578.4193,4056170.672,89.72739881
402942.3912,4056574.831,89.75558823
403055.6708,4056631.242,89.76170308
404201.2809,4057229.686,89.82317108
404062.4688,4057206.829,89.81780386
404782.0542,4057769.073,89.86240594
404732.6336,4057665.333,89.85683838
405005.7458,4058031.754,89.8794413
405028.7489,4058010.419,89.87929818
406002.4469,4058855.081,89.9399761
406146.1074,4058915.637,89.94615771
406264.5182,4059037.491,89.95400348
406405.5292,4059101.408,89.96010995
406651.693,4059301.754,89.97404752
406607.2791,4059244.546,89.9707299
407015.1994,4059610.669,89.99467999
406965.9725,4059521.338,89.99007408
407493.8876,4059996.017,90.02012937
407387.8905,4059945.017,90.01590885
407773.0134,4060274.809,90.03654732
407845.3968,4060275.14,90.03798488
408525.8216,4060815.917,90.07079174
