389324.3591,4051065.623,89.07072284,89.5579016,92.09581714,90.98365798
389366.9655,4051039.555,89.07172083,89.55898035,92.0963658,90.98448244
389619.9272,4051231.577,89.0833192,89.5749592,92.09767692,90.99301738
389629.1536,4051183.75,89.08284473,89.57402178,92.09803203,90.99276165
390947.8258,4051890.316,89.14148886,89.6551123,92.10650216,91.03819305
390846.4078,4051863.866,89.13731769,89.6494209,92.10569637,91.03479827
391484.5088,4052170.884,89.16661913,89.69074047,92.10997966,91.05853712
391424.1132,4052204.932,89.16502431,89.68891329,92.10922409,91.05704507
391677.3145,4052351.519,89.17741766,89.7067739,92.11078454,91.06719158
391782.6226,4052332.44,89.18102617,89.71144262,92.11187705,91.07040466
392690.0735,4052941.269,89.22885147,89.78227802,92.11699414,91.11047396
392800.6171,4052912.151,89.23260635,89.7871471,92.1181864,91.11404283
393037.3249,4053174.371,89.24780725,89.81088614,92.11894772,91.12676967
393126.4598,4053149.962,89.25085761,89.81485801,92.1199129,91.12972437
393656.853,4053512.842,89.28069662,89.86056433,92.1228523,91.15588711
393644.6913,4053541.84,89.28086467,89.8611334,92.12257989,91.15588491
393726.9858,4053543.04,89.2842884,89.86596575,92.12333822,91.15914507
393644.6913,4053541.84,89.28086467,89.8611334,92.12257989,91.15588491
393800.695,4053573.194,89.28803638,89.87159645,92.12385742,91.16256167
393775.0924,4053600.139,89.28760549,89.87130181,92.1234716,91.16199401
393901.9287,4053659.593,89.29425836,89.88139321,92.12432327,91.16804116
393964.3442,4053644.399,89.29649314,89.88437545,92.12498606,91.17028673
394841.8237,4054094.049,89.34436032,89.95826871,92.13064995,91.21455102
394853.5402,4054028.445,89.34320463,89.95576399,92.13111659,91.21384438
395095.3282,4054128.671,89.35602291,89.97554958,92.13280113,91.22607338
395195.1473,4054100.824,89.35954966,89.98029029,92.1338734,91.22986099
395406.7873,4054149.28,89.36981072,89.99579988,92.13555856,91.24000028
